GID,Last, First,First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,YH Sal,YH Change,FD pos,DK pos,YH pos,ADI,VMI
4901,Valentine, Denzel,Denzel Valentine,20210319,chi,den,A,20210319-chi-den,21,127,131,0,20.3,1,1,19.3,19.5,19.25,19.3,8pt 4rb 3as 1st 1to 1trey 3-6fg 1-1ft,0,0,3500,-300,3700,-200,10,0,3,23,3,44.7,19.39
4901,Valentine, Denzel,Denzel Valentine,20210317,chi,sas,H,20210317-sas-chi,20,99,106,0,7.016666667,1,1,4.4,4.5,3.75,4.4,2pt 2rb 1-4fg,0,0,3800,100,3900,300,10,0,3,23,3,63.51,0.58
4901,Valentine, Denzel,Denzel Valentine,20210316,chi,okc,H,20210316-okc-chi,20,123,102,0,10.7,1,1,4.4,4.5,3.75,4.4,2pt 2rb 1-4fg,0,0,3700,0,3600,300,10,0,3,23,3,64.33,0.61
4901,Valentine, Denzel,Denzel Valentine,20210314,chi,tor,H,20210314-tor-chi,21,118,95,0,19.78333333,1,1,23,23.75,24.5,23,11pt 5rb 2as 1st 3trey 4-7fg,0,0,3700,0,3300,-100,10,0,3,23,3,65.89,-0.33
4901,Valentine, Denzel,Denzel Valentine,20210312,chi,mia,H,20210312-mia-chi,22,90,101,0,17.38333333,1,1,16.9,17.25,16.75,16.9,5pt 7rb 1as 1st 1to 1trey 2-6fg,0,0,3700,0,3400,-200,10,0,3,23,3,66.43,-0.9
4901,Valentine, Denzel,Denzel Valentine,20210311,chi,phi,H,20210311-phi-chi,21,105,127,0,4.966666667,1,1,3.7,4.25,4.25,3.7,2pt 1rb 1as 1to 1-1fg,0,0,3700,-300,3600,-200,10,0,3,23,3,64.7,0.84
4901,Valentine, Denzel,Denzel Valentine,20210303,chi,nor,A,20210303-chi-nor,21,128,124,0,14.55,1,1,13.8,15.5,14.75,13.8,11pt 4rb 2to 1trey 5-10fg,0,0,4000,100,3800,-200,10,0,3,23,3,67.48,-1.67
4901,Valentine, Denzel,Denzel Valentine,20210301,chi,den,H,20210301-den-chi,21,112,118,0,24.83333333,1,1,22.3,24,23,22.3,13pt 4rb 3as 3trey 5-15fg,0,0,3900,100,4000,-100,10,-1,3,23,3,66.16,-0.35
4901,Valentine, Denzel,Denzel Valentine,20210226,chi,pho,H,20210226-pho-chi,21,97,106,0,20.76666667,1,1,19,18.25,16.75,19,4pt 5rb 4as 1st 2-8fg,0,0,3800,0,4100,100,11,1,3,23,3,64.06,0.53
4901,Valentine, Denzel,Denzel Valentine,20210224,chi,min,H,20210224-min-chi,21,133,126,0,19.75,1,1,29.5,26.75,25.5,29.5,10pt 5rb 3as 3st 5-10fg,0,0,3800,0,4000,-300,10,0,3,23,3,64.88,0.57
4901,Valentine, Denzel,Denzel Valentine,20210222,chi,hou,A,20210222-chi-hou,21,120,100,0,18.7,1,1,16.7,16.5,15.25,16.7,5pt 6rb 1as 1st 1trey 2-9fg,0,0,3800,-300,4300,-300,10,-2,3,23,3,67.03,-1.3
4901,Valentine, Denzel,Denzel Valentine,20210220,chi,sac,H,20210220-sac-chi,22,122,114,0,15.31666667,1,1,6,7.75,6.75,6,0pt 5rb 2as 3to 0-4fg,0,0,4100,-200,4600,100,12,0,3,23,3,65.89,-0.16
4901,Valentine, Denzel,Denzel Valentine,20210219,chi,phi,A,20210219-chi-phi,20.5,105,112,0,15.55,1,1,6.6,7.25,7,6.6,3pt 3rb 1trey 1-4fg,0,0,4300,0,4500,-400,12,-2,3,23,3,66.66,-1.57
4901,Valentine, Denzel,Denzel Valentine,20210217,chi,det,H,20210217-det-chi,21,105,102,0,25.85,1,1,17.1,18,16,17.1,3pt 8rb 3as 1trey 1-11fg,0,0,4300,0,4900,-100,14,-2,3,23,2,,
4901,Valentine, Denzel,Denzel Valentine,20210215,chi,ind,A,20210215-chi-ind,20,120,112,0,32.63333333,1,1,17.8,20,20,17.8,11pt 4rb 2as 1to 3trey 3-9fg 2-2ft,0,0,4300,-100,5000,-400,16,0,3,23,2,64.52,1.2
4901,Valentine, Denzel,Denzel Valentine,20210212,chi,lac,H,20210212-lac-chi,21,106,125,0,22.65,1,1,15.6,16.25,15.75,15.6,10pt 3rb 1st 1to 2trey 3-9fg 2-2ft,0,0,4400,0,5400,100,16,2,3,23,2,66.3,-0.58
4901,Valentine, Denzel,Denzel Valentine,20210210,chi,nor,H,20210210-nor-chi,22,129,116,1,22.5,1,1,22.6,24.75,25.5,22.6,16pt 3rb 2as 4trey 6-11fg,0,0,4400,0,5300,500,14,3,3,23,2,66.2,-0.71
4901,Valentine, Denzel,Denzel Valentine,20210208,chi,was,H,20210208-was-chi,21,101,105,1,27.75,1,1,18.7,21,20.25,18.7,11pt 6rb 1as 1to 3trey 4-13fg,0,0,4400,300,4800,800,11,0,3,2,2,65.43,-0.12
4901,Valentine, Denzel,Denzel Valentine,20210206,chi,orl,A,20210206-chi-orl,20,118,92,1,36.6,1,1,32.6,33.75,33.5,32.6,20pt 3rb 4as 1st 4trey 8-17fg,0,0,4100,600,4000,600,11,0,3,2,2,65.79,-0.73
4901,Valentine, Denzel,Denzel Valentine,20210205,chi,orl,A,20210205-chi-orl,20,119,123,0,20.41666667,1,1,26.3,25.5,25,26.3,14pt 4rb 1as 2st 2trey 6-12fg,0,0,3500,0,3400,200,11,1,3,2,2,66.02,-1.5
4901,Valentine, Denzel,Denzel Valentine,20210203,chi,nyk,H,20210203-nyk-chi,21,103,107,0,19.5,1,1,30.7,30.5,30.75,30.7,13pt 6rb 3as 2st 3trey 5-10fg,0,0,3500,0,3200,-200,10,0,3,2,2,64.42,0.1
4901,Valentine, Denzel,Denzel Valentine,20210201,chi,nyk,H,20210201-nyk-chi,21,110,102,0,3.15,1,1,2,2,1.75,2,2pt 1-2fg,0,0,3500,-200,3400,-300,10,0,3,2,2,65.25,-0.54
4901,Valentine, Denzel,Denzel Valentine,20210130,chi,por,H,20210130-por-chi,21,122,123,0,4.933333333,1,1,1.5,1.5,1,1.5,0pt 1as 0-2fg,0,0,3700,0,3700,-300,10,0,3,2,2,63.78,0.88
4901,Valentine, Denzel,Denzel Valentine,20210125,chi,bos,H,20210125-bos-chi,22,103,119,0,25.66666667,1,1,12.1,13.75,13,12.1,8pt 3rb 1as 1to 2trey 3-10fg,0,0,3700,-200,4000,-400,10,0,3,2,2,63.33,0.87
4901,Valentine, Denzel,Denzel Valentine,20210123,chi,lal,H,20210123-lal-chi,22,90,101,0,13.43333333,1,1,7.7,7.75,7,7.7,3pt 1rb 1as 1st 1to 1trey 1-6fg,0,0,3900,0,4400,-100,10,0,3,2,2,65.57,-0.91
4901,Valentine, Denzel,Denzel Valentine,20210122,chi,cha,A,20210122-chi-cha,20,123,110,0,17.35,1,1,15.1,16.75,16.5,15.1,8pt 3rb 3as 1to 2trey 3-8fg,0,0,3900,300,4500,300,10,0,3,2,2,64.01,0.21
4901,Valentine, Denzel,Denzel Valentine,20210118,chi,hou,H,20210118-hou-chi,21,125,120,0,24.48333333,1,1,26.1,28.5,28,26.1,13pt 8rb 3as 1to 3trey 5-13fg,0,0,3600,0,4200,-100,10,0,3,2,2,64.33,-0.11
4901,Valentine, Denzel,Denzel Valentine,20210117,chi,dal,A,20210117-chi-dal,16,117,101,0,0,0,1,0,0,0,0,,0,0,3600,0,4300,100,10,0,3,2,2,64.61,-0.52
4901,Valentine, Denzel,Denzel Valentine,20210115,chi,okc,A,20210115-chi-okc,21,125,127,0,15.43333333,1,1,17.3,16.5,15.25,17.3,4pt 4rb 3as 2st 2to 2-7fg,0,0,3600,0,4200,500,10,0,3,2,2,63.01,2.31
4901,Valentine, Denzel,Denzel Valentine,20210110,chi,lac,A,20210110-chi-lac,17,127,130,0,20.16666667,1,1,17.3,19.5,20,17.3,10pt 4rb 3as 2to 2trey 4-6fg,0,0,3600,0,3700,200,10,0,3,2,2,66.62,-0.55
4901,Valentine, Denzel,Denzel Valentine,20210108,chi,lal,A,20210108-chi-lal,23,115,117,0,24.51666667,1,1,11.3,12,11,11.3,5pt 4rb 1as 1trey 2-8fg,0,0,3600,0,3500,400,10,0,3,2,2,66.34,-0.4
4901,Valentine, Denzel,Denzel Valentine,20210106,chi,sac,A,20210106-chi-sac,23,124,128,0,21.23333333,1,1,28.3,27.5,27,28.3,10pt 4rb 5as 2st 2trey 4-10fg,0,0,3600,0,3100,-100,10,0,3,2,2,66.98,-1.93
4901,Valentine, Denzel,Denzel Valentine,20210105,chi,por,A,20210105-chi-por,23.5,111,108,0,19.2,1,1,14.6,14.5,13.75,14.6,0pt 8rb 2as 1st 1to 0-3fg,0,0,3600,0,3200,-100,10,0,3,2,2,66.39,-1.89
4901,Valentine, Denzel,Denzel Valentine,20210103,chi,dal,H,20210103-dal-chi,21,118,108,0,15.78333333,1,1,15.3,15.5,16,15.3,6pt 4rb 1as 1st 2trey 2-4fg,0,0,3600,0,3300,300,10,0,3,2,2,64.33,0.17
4901,Valentine, Denzel,Denzel Valentine,20210101,chi,mil,A,20210101-chi-mil,21,96,126,0,20.53333333,1,1,25,24.75,25,25,14pt 5rb 2st 1to 2trey 5-8fg 2-2ft,0,0,3600,-100,3000,0,10,0,3,2,2,63.97,2.93
4901,Valentine, Denzel,Denzel Valentine,20201231,chi,was,A,20201231-chi-was,18,133,130,0,14.98333333,1,1,12.3,12,12,12.3,3pt 4rb 1as 1st 1trey 1-3fg,0,0,3700,0,3000,0,10,0,3,2,2,67.8,-2.16
4901,Valentine, Denzel,Denzel Valentine,20201229,chi,was,A,20201229-chi-was,20,115,107,0,0,0,1,0,0,0,0,,0,0,3700,0,3000,-100,10,0,3,2,2,69.04,-5.67
4901,Valentine, Denzel,Denzel Valentine,20201227,chi,gsw,H,20201227-gsw-chi,21,128,129,0,0,0,1,0,0,0,0,,0,0,3700,0,3100,0,10,0,3,2,2,62.64,0.73
4901,Valentine, Denzel,Denzel Valentine,20201226,chi,ind,H,20201226-ind-chi,21,106,125,0,12.9,1,1,18.2,17.75,18.75,18.2,11pt 1rb 1st 1bl 3trey 4-6fg,0,0,3700,0,3100,0,10,-1,3,2,2,64.29,-0.69
4901,Valentine, Denzel,Denzel Valentine,20201223,chi,atl,H,20201223-atl-chi,21,104,124,0,0,0,1,0,0,0,0,,0,0,3700,,3100,,11,,3,2,2,62.28,1.03
5215,Ball, Lonzo,Lonzo Ball,20210323,nor,lal,H,20210323-lal-nor,19.5,,,,,,,,,,,,,,6800,0,6800,0,27,2,1,1,1,*,*
5215,Ball, Lonzo,Lonzo Ball,20210321,nor,den,A,20210321-nor-den,15,113,108,0,0,0,1,0,0,0,0,,0,0,6800,100,6800,-100,,,1,1,,44.47,22.01
5215,Ball, Lonzo,Lonzo Ball,20210318,nor,por,A,20210318-nor-por,22,93,101,1,38.4,1,1,35.8,36.5,35.75,35.8,15pt 4rb 8as 1st 1bl 2to 3trey 6-15fg,0,0,6700,-100,6900,100,25,1,1,1,1,65.89,1.05
5215,Ball, Lonzo,Lonzo Ball,20210316,nor,por,A,20210316-nor-por,22,124,125,1,35.26666667,1,1,44.1,46.25,47.25,44.1,11pt 3rb 17as 2st 2to 3trey 4-8fg,1,0,6800,200,6800,300,24,0,1,1,1,66.84,0.41
5215,Ball, Lonzo,Lonzo Ball,20210314,nor,lac,H,20210314-lac-nor,21,135,115,1,30.36666667,1,1,37.1,40.5,42.25,37.1,20pt 8rb 5as 1st 3to 5trey 7-10fg 1-1ft,0,0,6600,0,6500,-500,24,0,1,1,1,66.71,0.55
5215,Ball, Lonzo,Lonzo Ball,20210312,nor,cle,H,20210312-cle-nor,21,116,82,1,25.13333333,1,1,20.8,20.5,19.5,20.8,3pt 4rb 6as 1st 1bl 2to 1trey 1-7fg,0,0,6600,0,7000,200,24,2,1,1,1,67.94,-0.27
5215,Ball, Lonzo,Lonzo Ball,20210311,nor,min,H,20210311-min-nor,21,105,135,1,28.2,1,1,30.9,30,29,30.9,10pt 2rb 7as 2st 1bl 1to 3trey 3-12fg 1-2ft,0,0,6600,-300,6800,-300,22,-4,1,1,1,67.89,-0.4
5215,Ball, Lonzo,Lonzo Ball,20210304,nor,mia,H,20210304-mia-nor,21.5,93,103,1,30.85,1,1,13.3,16,14,13.3,10pt 4rb 1as 3to 2trey 4-16fg,0,0,6900,0,7100,300,26,0,1,1,1,67.3,-0.02
5215,Ball, Lonzo,Lonzo Ball,20210303,nor,chi,H,20210303-chi-nor,21,124,128,1,26.41666667,1,1,30.7,28.75,28.5,30.7,12pt 1rb 5as 3st 1bl 2to 2trey 5-10fg,0,0,6900,400,6800,0,26,1,1,1,1,67.48,-0.63
5215,Ball, Lonzo,Lonzo Ball,20210301,nor,uta,H,20210301-uta-nor,21,129,124,1,38.83333333,1,1,49.4,49.25,49,49.4,23pt 7rb 8as 2bl 3trey 9-16fg 2-2ft,0,0,6500,-400,6800,100,25,0,1,1,1,67.16,-1.38
5215,Ball, Lonzo,Lonzo Ball,20210227,nor,sas,A,20210227-nor-sas,21,114,117,1,35.76666667,1,1,24.6,26.75,25.5,24.6,16pt 3rb 4as 1to 3trey 6-17fg 1-1ft,0,0,6900,300,6700,400,25,0,1,1,1,63.15,3.45
5215,Ball, Lonzo,Lonzo Ball,20210225,nor,mil,A,20210225-nor-mil,22.5,125,129,1,34.6,1,1,38.2,39.75,41,38.2,20pt 1rb 8as 1st 1bl 1to 6trey 7-14fg,0,0,6600,-400,6300,-100,25,0,1,1,1,65.66,1.8
5215,Ball, Lonzo,Lonzo Ball,20210224,nor,det,H,20210224-det-nor,21,128,118,1,34.66666667,1,1,38.2,37.5,37.5,38.2,12pt 6rb 8as 3st 2to 2trey 4-8fg 2-2ft,0,0,7000,0,6400,100,25,0,1,1,1,67.21,0.25
5215,Ball, Lonzo,Lonzo Ball,20210221,nor,bos,H,20210221-bos-nor,16.5,120,115,1,38.63333333,1,1,29.2,32,31.75,29.2,16pt 6rb 4as 2st 6to 3trey 5-11fg 3-4ft,0,0,7000,600,,,25,3,1,,1,67.76,-0.1
5215,Ball, Lonzo,Lonzo Ball,20210219,nor,pho,H,20210219-pho-nor,21,114,132,1,36.03333333,1,1,55.2,54.75,56.25,55.2,21pt 1rb 12as 3st 2bl 6trey 6-13fg 3-4ft,1,0,6400,-200,6300,-200,22,0,1,1,1,68.49,-1.24
5215,Ball, Lonzo,Lonzo Ball,20210217,nor,por,H,20210217-por-nor,22,124,126,1,35.63333333,1,1,30.9,34,34.75,30.9,21pt 2rb 5as 1st 3to 5trey 7-14fg 2-2ft,0,0,6600,-200,6500,-200,22,0,1,1,1,66.11,0.2
5215,Ball, Lonzo,Lonzo Ball,20210216,nor,mem,A,20210216-nor-mem,21,144,113,1,27.46666667,1,1,29.1,28.75,27.75,29.1,13pt 3rb 5as 2st 1to 2trey 5-12fg 1-2ft,0,0,6800,-200,6700,-200,22,-1,1,1,1,66.25,-0.38
5215,Ball, Lonzo,Lonzo Ball,20210214,nor,det,A,20210214-nor-det,20,112,123,1,31.33333333,1,1,17.3,21.5,21.5,17.3,13pt 4rb 3as 5to 3trey 5-11fg,0,0,7000,100,6900,200,23,0,1,1,1,65.89,0.06
5215,Ball, Lonzo,Lonzo Ball,20210212,nor,dal,A,20210212-nor-dal,20.5,130,143,1,32.26666667,1,1,31.7,33.5,33.5,31.7,12pt 6rb 7as 1bl 1to 4trey 4-12fg,0,0,6900,-100,6700,100,23,0,1,1,1,64.97,1.65
5215,Ball, Lonzo,Lonzo Ball,20210210,nor,chi,A,20210210-nor-chi,22,116,129,1,33.93333333,1,1,42.5,43.25,43.5,42.5,21pt 5rb 7as 2st 1to 4trey 6-13fg 5-5ft,0,0,7000,0,6600,300,23,0,1,1,1,66.2,0.22
5215,Ball, Lonzo,Lonzo Ball,20210209,nor,hou,H,20210209-hou-nor,20.5,130,101,1,29.55,1,1,26.7,28.5,28.25,26.7,15pt 6rb 3as 3trey 5-12fg 2-2ft,0,0,7000,600,6300,300,23,1,1,1,1,67.07,-0.65
5215,Ball, Lonzo,Lonzo Ball,20210206,nor,mem,H,20210206-mem-nor,22,118,109,1,30.45,1,1,40.9,41.25,42,40.9,16pt 7rb 7as 1st 1bl 4trey 6-11fg,0,0,6400,-400,6000,100,22,0,1,1,1,66.2,-0.59
5215,Ball, Lonzo,Lonzo Ball,20210205,nor,ind,A,20210205-nor-ind,20,114,113,1,35.21666667,1,1,35.3,38.75,39.5,35.3,20pt 9rb 3as 1bl 3to 5trey 7-13fg 1-2ft,0,0,6800,600,5900,200,22,0,1,1,1,63.33,3.99
5215,Ball, Lonzo,Lonzo Ball,20210203,nor,pho,H,20210203-pho-nor,22.5,123,101,1,24.38333333,1,1,27.7,30,30.5,27.7,18pt 6rb 1as 1st 2to 4trey 7-13fg,0,0,6200,500,5700,200,22,2,1,1,1,67.35,-0.03
5215,Ball, Lonzo,Lonzo Ball,20210201,nor,sac,H,20210201-sac-nor,21,109,118,1,32.03333333,1,1,31.9,30.5,29.5,31.9,14pt 2rb 5as 3st 1to 2trey 5-13fg 2-2ft,0,0,5700,300,5500,500,20,-1,1,1,1,67.71,-0.42
5215,Ball, Lonzo,Lonzo Ball,20210130,nor,hou,H,20210130-hou-nor,21,112,126,1,27.81666667,1,1,32.6,30.5,29.75,32.6,7pt 8rb 4as 3st 1bl 2to 1trey 3-8fg,0,0,5400,-200,5000,-300,21,0,1,1,1,66.66,0.61
5215,Ball, Lonzo,Lonzo Ball,20210129,nor,mil,H,20210129-mil-nor,20.5,131,126,1,35.03333333,1,1,43.6,47.25,48.25,43.6,27pt 3rb 8as 1st 2to 7trey 10-20fg,0,0,5600,0,5300,-300,21,0,1,1,1,68.03,-0.44
5215,Ball, Lonzo,Lonzo Ball,20210127,nor,was,H,20210127-was-nor,22,124,106,1,15.58333333,1,1,26.4,25,25.25,26.4,9pt 2rb 4as 2st 1bl 3trey 3-8fg,0,0,5600,200,5600,-100,21,0,1,1,1,67.94,-1.18
5215,Ball, Lonzo,Lonzo Ball,20210123,nor,min,A,20210123-nor-min,21,110,120,1,29.76666667,1,1,34.3,33.5,33.5,34.3,11pt 4rb 7as 2st 1bl 1to 3trey 4-10fg,0,0,5400,-100,5700,200,21,-2,1,1,1,63.88,-10.31
5215,Ball, Lonzo,Lonzo Ball,20210121,nor,uta,A,20210121-nor-uta,23,118,129,1,27.46666667,1,1,19.7,22.25,21,19.7,14pt 1rb 5as 3to 2trey 6-15fg,0,0,5500,0,5500,-800,23,0,1,1,1,47.07,12.46
5215,Ball, Lonzo,Lonzo Ball,20210119,nor,uta,A,20210119-nor-uta,22,102,118,1,23.01666667,1,1,23.2,20.25,18.25,23.2,7pt 1rb 4as 3st 3-10fg 1-2ft,0,0,5500,0,6300,-200,23,0,1,1,1,49.04,17.39
5215,Ball, Lonzo,Lonzo Ball,20210117,nor,sac,A,20210117-nor-sac,22,128,123,0,0,0,0,0,0,0,0,,0,0,5500,0,6500,200,23,0,1,1,1,66.34,0.09
5215,Ball, Lonzo,Lonzo Ball,20210115,nor,lal,A,20210115-nor-lal,23,95,112,0,0,0,0,0,0,0,0,,0,0,5500,0,6300,0,23,0,1,1,1,66.11,0.5
5215,Ball, Lonzo,Lonzo Ball,20210113,nor,lac,A,20210113-nor-lac,23,106,111,0,0,0,0,0,0,0,0,,0,0,5500,-800,6300,-100,23,-1,1,1,1,66.62,0.18
5215,Ball, Lonzo,Lonzo Ball,20210108,nor,cha,H,20210108-cha-nor,20.5,110,118,1,36.5,1,1,15.9,15.5,14.5,15.9,5pt 2rb 3as 1st 1bl 2to 1trey 2-8fg,0,0,6300,-200,6400,-100,24,0,1,1,1,67.67,-0.36
5215,Ball, Lonzo,Lonzo Ball,20210106,nor,okc,H,20210106-okc-nor,21,110,111,1,35.86666667,1,1,21.8,25,23,21.8,15pt 4rb 4as 4to 2trey 6-18fg 1-1ft,0,0,6500,0,6500,-200,24,0,1,1,1,67.03,0.1
5215,Ball, Lonzo,Lonzo Ball,20210104,nor,ind,H,20210104-ind-nor,21,116,118,1,38.15,1,1,30.2,34.5,35.5,30.2,18pt 6rb 6as 4to 4trey 7-11fg,0,0,6500,0,6700,100,24,0,1,1,1,67.3,-0.55
5215,Ball, Lonzo,Lonzo Ball,20210102,nor,tor,H,20210102-tor-nor,20.5,120,116,1,35.33333333,1,1,29.8,29.5,28.75,29.8,13pt 4rb 4as 2bl 3trey 5-14fg,0,0,6500,-300,6600,100,24,0,1,1,1,67.3,-2.04
5215,Ball, Lonzo,Lonzo Ball,20201231,nor,okc,A,20201231-nor-okc,21,113,80,1,32.45,1,1,39.1,41,39.75,39.1,16pt 8rb 9as 1st 3to 2trey 7-15fg 0-1ft,0,0,6800,0,6500,-100,24,-2,1,1,1,62.37,2.93
5215,Ball, Lonzo,Lonzo Ball,20201229,nor,pho,A,20201229-nor-pho,23,86,111,1,23.08333333,1,1,5.5,7.5,5.75,5.5,7pt 1as 3to 1trey 3-12fg,0,0,6800,200,6600,400,26,-1,1,1,1,62.32,4.97
5215,Ball, Lonzo,Lonzo Ball,20201227,nor,sas,H,20201227-sas-nor,20,98,95,1,37.41666667,1,1,46.1,43,41.5,46.1,16pt 8rb 5as 5st 2to 1trey 7-14fg 1-2ft,0,0,6600,0,6200,-300,27,1,1,1,1,67.48,-0.19
5215,Ball, Lonzo,Lonzo Ball,20201225,nor,mia,A,20201225-nor-mia,13,98,111,1,33.43333333,1,1,23.4,23,22.5,23.4,6pt 2rb 6as 2st 1bl 3to 2trey 2-8fg,0,0,6600,0,6500,0,26,0,1,1,1,67.25,-0.15
5215,Ball, Lonzo,Lonzo Ball,20201223,nor,tor,A,20201223-nor-tor,20.5,113,99,1,28.8,1,1,29,30.75,31,29,16pt 5rb 2as 1st 2bl 5to 4trey 4-9fg 4-6ft,0,0,6600,,6500,,26,,1,1,1,67.25,-0.25
5978,Dotson, Devon,Devon Dotson,20210322,chi,uta,H,20210322-uta-chi,21,95,120,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.2,-1.57
5978,Dotson, Devon,Devon Dotson,20210321,chi,det,A,20210321-chi-det,19,100,86,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.61,-9.44
5978,Dotson, Devon,Devon Dotson,20210319,chi,den,A,20210319-chi-den,21,127,131,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,44.7,19.39
5978,Dotson, Devon,Devon Dotson,20210317,chi,sas,H,20210317-sas-chi,20,99,106,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,63.51,0.58
5978,Dotson, Devon,Devon Dotson,20210316,chi,okc,H,20210316-okc-chi,20,123,102,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.33,0.61
5978,Dotson, Devon,Devon Dotson,20210314,chi,tor,H,20210314-tor-chi,21,118,95,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.89,-0.33
5978,Dotson, Devon,Devon Dotson,20210312,chi,mia,H,20210312-mia-chi,22,90,101,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,66.43,-0.9
5978,Dotson, Devon,Devon Dotson,20210311,chi,phi,H,20210311-phi-chi,21,105,127,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.7,0.84
5978,Dotson, Devon,Devon Dotson,20210303,chi,nor,A,20210303-chi-nor,21,128,124,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,67.48,-1.67
5978,Dotson, Devon,Devon Dotson,20210301,chi,den,H,20210301-den-chi,21,112,118,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,66.16,-0.35
5978,Dotson, Devon,Devon Dotson,20210226,chi,pho,H,20210226-pho-chi,21,97,106,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.06,0.53
5978,Dotson, Devon,Devon Dotson,20210224,chi,min,H,20210224-min-chi,21,133,126,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.88,0.57
5978,Dotson, Devon,Devon Dotson,20210222,chi,hou,A,20210222-chi-hou,21,120,100,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,67.03,-1.3
5978,Dotson, Devon,Devon Dotson,20210220,chi,sac,H,20210220-sac-chi,22,122,114,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.89,-0.16
5978,Dotson, Devon,Devon Dotson,20210219,chi,phi,A,20210219-chi-phi,20.5,105,112,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,66.66,-1.57
5978,Dotson, Devon,Devon Dotson,20210217,chi,det,H,20210217-det-chi,21,105,102,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,,
5978,Dotson, Devon,Devon Dotson,20210215,chi,ind,A,20210215-chi-ind,20,120,112,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.52,1.2
5978,Dotson, Devon,Devon Dotson,20210212,chi,lac,H,20210212-lac-chi,21,106,125,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,66.3,-0.58
5978,Dotson, Devon,Devon Dotson,20210210,chi,nor,H,20210210-nor-chi,22,129,116,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,66.2,-0.71
5978,Dotson, Devon,Devon Dotson,20210208,chi,was,H,20210208-was-chi,21,101,105,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.43,-0.12
5978,Dotson, Devon,Devon Dotson,20210206,chi,orl,A,20210206-chi-orl,20,118,92,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.79,-0.73
5978,Dotson, Devon,Devon Dotson,20210205,chi,orl,A,20210205-chi-orl,20,119,123,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,66.02,-1.5
5978,Dotson, Devon,Devon Dotson,20210203,chi,nyk,H,20210203-nyk-chi,21,103,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.42,0.1
5978,Dotson, Devon,Devon Dotson,20210201,chi,nyk,H,20210201-nyk-chi,21,110,102,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.25,-0.54
5978,Dotson, Devon,Devon Dotson,20210130,chi,por,H,20210130-por-chi,21,122,123,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,63.78,0.88
5978,Dotson, Devon,Devon Dotson,20210125,chi,bos,H,20210125-bos-chi,22,103,119,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,63.33,0.87
5978,Dotson, Devon,Devon Dotson,20210123,chi,lal,H,20210123-lal-chi,22,90,101,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,65.57,-0.91
5978,Dotson, Devon,Devon Dotson,20210122,chi,cha,A,20210122-chi-cha,20,123,110,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.01,0.21
5978,Dotson, Devon,Devon Dotson,20210118,chi,hou,H,20210118-hou-chi,21,125,120,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.33,-0.11
5978,Dotson, Devon,Devon Dotson,20210117,chi,dal,A,20210117-chi-dal,16,117,101,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,2,1,2,64.61,-0.52
