GID,Last, First,First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,YH Sal,YH Change,FD pos,DK pos,YH pos,ADI,VMI
5679,Eubanks, Drew,Drew Eubanks,20210322,sas,cha,H,20210322-cha-sas,20.5,97,100,0,1.833333333,1,1,0,0.5,0.25,0,1pt 1to 1-2ft,0,0,3500,0,3600,0,10,0,5,5,5,62.37,1.81
5679,Eubanks, Drew,Drew Eubanks,20210320,sas,mil,A,20210320-sas-mil,21,113,120,0,17.36666667,1,1,16.6,16.25,16.75,16.6,7pt 3rb 2as 1bl 1trey 3-3fg,0,0,3500,0,3600,200,10,0,5,5,5,66.07,-1.27
5679,Eubanks, Drew,Drew Eubanks,20210319,sas,cle,A,20210319-sas-cle,19.5,116,110,0,11.85,1,1,5.7,6.25,5.75,5.7,4pt 1rb 1as 1to 2-4fg,0,0,3500,0,3400,300,10,-1,5,5,5,66.11,-1.72
5679,Eubanks, Drew,Drew Eubanks,20210317,sas,chi,A,20210317-sas-chi,20,106,99,0,13.93333333,1,1,16.6,14.75,14.5,16.6,7pt 3rb 2bl 2-2fg 3-4ft,0,0,3500,0,3100,100,11,1,5,5,5,63.51,1.76
5679,Eubanks, Drew,Drew Eubanks,20210315,sas,det,A,20210315-sas-det,20,109,99,0,22.1,1,1,17,19.25,18.5,17,8pt 5rb 4as 1bl 6to 4-7fg,0,0,3500,0,3000,0,10,0,5,5,5,65.02,0.16
5679,Eubanks, Drew,Drew Eubanks,20210314,sas,phi,A,20210314-sas-phi,18.5,99,134,0,23.51666667,1,1,39.8,37.25,35.75,39.8,17pt 9rb 2as 1st 2bl 6-10fg 5-7ft,0,0,3500,0,,,,,5,,,66.75,-2.67
5679,Eubanks, Drew,Drew Eubanks,20210312,sas,orl,H,20210312-orl-sas,22,104,77,0,18.95,1,1,23,20.25,19.25,23,5pt 5rb 2as 1st 2bl 2-6fg 1-1ft,0,0,3500,0,3000,0,10,0,5,5,5,64.33,-0.25
5679,Eubanks, Drew,Drew Eubanks,20210310,sas,dal,A,20210310-sas-dal,21.5,104,115,0,3.833333333,1,1,4.2,3.25,3.25,4.2,0pt 1rb 1bl,0,0,3500,0,3000,0,10,0,5,5,5,63.83,0.53
5679,Eubanks, Drew,Drew Eubanks,20210304,sas,okc,H,20210304-okc-sas,22,102,107,0,12.31666667,1,1,10.3,11,10.75,10.3,2pt 4rb 3as 1to 1-2fg,0,0,3500,-100,3000,0,10,0,5,5,5,63.97,0.39
5679,Eubanks, Drew,Drew Eubanks,20210302,sas,nyk,H,20210302-nyk-sas,21.5,119,93,0,18.18333333,1,1,13.9,13.5,12.25,13.9,8pt 2rb 1as 1bl 1to 3-6fg 2-4ft,0,0,3600,0,3000,0,10,0,5,5,5,64.83,-0.22
5679,Eubanks, Drew,Drew Eubanks,20210301,sas,bkn,H,20210301-bkn-sas,21.5,113,124,0,1.433333333,1,1,1.2,1.25,0.75,1.2,0pt 1rb 0-2fg,0,0,3600,0,3000,0,10,0,5,5,5,65.2,-0.99
5679,Eubanks, Drew,Drew Eubanks,20210227,sas,nor,H,20210227-nor-sas,21,117,114,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,63.15,0.42
5679,Eubanks, Drew,Drew Eubanks,20210224,sas,okc,A,20210224-sas-okc,21,99,102,0,9.15,1,1,4.9,5.5,4.75,4.9,2pt 2rb 1as 1to 1-4fg,0,0,3600,0,3000,-100,10,0,5,5,5,63.83,1.07
5679,Eubanks, Drew,Drew Eubanks,20210214,sas,cha,A,20210214-sas-cha,20,122,110,0,6.65,1,1,5.2,5.25,5.25,5.2,4pt 1rb 2-2fg,0,0,3600,0,3100,-200,10,0,5,5,5,64.52,-0.9
5679,Eubanks, Drew,Drew Eubanks,20210212,sas,atl,A,20210212-sas-atl,20.5,125,114,0,19.73333333,1,1,14.4,14.75,14.25,14.4,5pt 7rb 1bl 2to 1-2fg 3-4ft,0,0,3600,-100,3300,-200,10,0,5,5,5,62.83,1.35
5679,Eubanks, Drew,Drew Eubanks,20210209,sas,gsw,H,20210209-gsw-sas,21.5,91,114,0,9.8,1,1,13.5,12.75,12.25,13.5,3pt 5rb 1as 1bl 1-2fg 1-2ft,0,0,3700,0,3500,0,10,0,5,5,5,64.42,-0.24
5679,Eubanks, Drew,Drew Eubanks,20210208,sas,gsw,H,20210208-gsw-sas,21.5,105,100,0,10.3,1,1,11.9,10,9,11.9,2pt 2rb 1as 2bl 1-5fg,0,0,3700,200,3500,300,10,0,5,5,5,63.6,0.56
5679,Eubanks, Drew,Drew Eubanks,20210206,sas,hou,A,20210206-sas-hou,21,111,106,0,16.2,1,1,25.1,22.75,22.25,25.1,12pt 3rb 1as 3bl 1to 4-6fg 4-4ft,0,0,3500,0,3200,200,10,0,5,5,5,65.29,-1.21
5679,Eubanks, Drew,Drew Eubanks,20210203,sas,min,H,20210203-min-sas,21.5,111,108,0,7.883333333,1,1,11.6,10.75,10.5,11.6,5pt 3rb 1bl 2-3fg 1-1ft,0,0,3500,0,3000,0,10,0,5,5,5,63.33,0.75
5679,Eubanks, Drew,Drew Eubanks,20210201,sas,mem,H,20210201-mem-sas,21.5,102,133,0,6.216666667,1,1,8.4,8,7.5,8.4,4pt 2rb 1bl 1to 2-3fg 0-1ft,0,0,3500,-100,3000,0,10,0,5,5,5,65.47,-1.12
5679,Eubanks, Drew,Drew Eubanks,20210130,sas,mem,H,20210130-mem-sas,21.5,112,129,0,3.666666667,1,1,1.2,1.25,1,1.2,0pt 1rb 0-1fg,0,0,3600,0,3000,0,10,0,5,5,5,63.05,0.9
5679,Eubanks, Drew,Drew Eubanks,20210129,sas,den,H,20210129-den-sas,21.5,119,109,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,64.42,0.55
5679,Eubanks, Drew,Drew Eubanks,20210127,sas,bos,H,20210127-bos-sas,21.5,110,106,0,0,0,1,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,66.02,-0.73
5679,Eubanks, Drew,Drew Eubanks,20210124,sas,was,H,20210124-was-sas,21,121,101,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,62.83,1.05
5679,Eubanks, Drew,Drew Eubanks,20210122,sas,dal,H,20210122-dal-sas,21.5,117,122,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,64.15,1.29
5679,Eubanks, Drew,Drew Eubanks,20210120,sas,gsw,A,20210120-sas-gsw,23,99,121,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,66.98,-0.91
5679,Eubanks, Drew,Drew Eubanks,20210118,sas,por,A,20210118-sas-por,16,125,104,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,68.9,-4.71
5679,Eubanks, Drew,Drew Eubanks,20210116,sas,hou,H,20210116-hou-sas,18,103,91,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,64.29,-0.1
5679,Eubanks, Drew,Drew Eubanks,20210114,sas,hou,H,20210114-hou-sas,20.5,105,109,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,64.2,0.03
5679,Eubanks, Drew,Drew Eubanks,20210112,sas,okc,A,20210112-sas-okc,21,112,102,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,64.15,0.91
5679,Eubanks, Drew,Drew Eubanks,20210110,sas,min,A,20210110-sas-min,21,88,96,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,65.02,0.47
5679,Eubanks, Drew,Drew Eubanks,20210109,sas,min,A,20210109-sas-min,21,125,122,0,0,0,0,0,0,0,0,,0,0,3600,0,3000,0,10,0,5,5,5,65.43,0.2
5679,Eubanks, Drew,Drew Eubanks,20210107,sas,lal,A,20210107-sas-lal,23,118,109,0,0,0,0,0,0,0,0,,0,0,3600,100,3000,-200,10,0,5,5,5,66.25,-1.19
5679,Eubanks, Drew,Drew Eubanks,20210105,sas,lac,A,20210105-sas-lac,23,116,113,0,0,0,1,0,0,0,0,,0,0,3500,0,3200,-300,10,0,5,5,5,66.39,-2.17
5679,Eubanks, Drew,Drew Eubanks,20210103,sas,uta,H,20210103-uta-sas,20,109,130,0,11.36666667,1,1,14.6,12.75,12.25,14.6,5pt 3rb 1st 1bl 1-2fg 3-4ft,0,0,3500,0,3500,200,10,0,5,5,5,64.15,0.07
5679,Eubanks, Drew,Drew Eubanks,20210101,sas,lal,H,20210101-lal-sas,21,103,109,0,23.08333333,1,1,15.5,13.25,12.5,15.5,0pt 5rb 1as 3bl 1to 0-3fg,0,0,3500,-100,3300,300,10,0,5,5,5,64.56,-0.02
5679,Eubanks, Drew,Drew Eubanks,20201230,sas,lal,H,20201230-lal-sas,21.5,107,121,0,23.98333333,1,1,16,14.25,12.75,16,4pt 5rb 2bl 2-8fg,0,0,3600,0,3000,-100,10,-1,5,5,5,63.88,1.11
5679,Eubanks, Drew,Drew Eubanks,20201227,sas,nor,A,20201227-sas-nor,20,95,98,0,0,0,1,0,0,0,0,,0,0,3600,0,3100,0,11,0,5,5,5,67.48,-3.43
5679,Eubanks, Drew,Drew Eubanks,20201226,sas,tor,H,20201226-tor-sas,21.5,119,114,0,0,0,1,0,0,0,0,,0,0,3600,0,3100,-100,11,1,5,5,5,63.97,0.08
5679,Eubanks, Drew,Drew Eubanks,20201223,sas,mem,A,20201223-sas-mem,21,131,119,0,0,0,1,0,0,0,0,,0,0,3600,,3200,,10,,5,5,5,64.2,-0.2
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210323,lal,nor,A,20210323-lal-nor,19.5,,,,,,,,,,,,,,3500,0,3000,0,10,0,4,4,3,*,*
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210321,lal,pho,A,20210321-lal-pho,22,94,111,0,1.783333333,1,1,2.2,2.25,2,2.2,1pt 1rb 1-2ft,0,0,3500,0,3000,0,10,0,4,4,3,61.41,4.87
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210320,lal,atl,H,20210320-atl-lal,15.5,94,99,0,0,0,1,0,0,0,0,,0,0,3500,0,,,,,4,,,66.52,-0.24
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210318,lal,cha,H,20210318-cha-lal,22.5,116,105,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.25,-0.1
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210316,lal,min,H,20210316-min-lal,22.5,137,121,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.93,0.32
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210315,lal,gsw,A,20210315-lal-gsw,22.5,128,97,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.75,-0.51
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210312,lal,ind,H,20210312-ind-lal,23.5,105,100,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.57,-0.33
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210303,lal,sac,A,20210303-lal-sac,23,120,123,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.34,-0.62
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210302,lal,pho,H,20210302-pho-lal,23,104,114,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.15,0.57
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210228,lal,gsw,H,20210228-gsw-lal,21,117,91,0,6.366666667,1,1,6.6,6.75,6.75,6.6,2pt 3rb 1st 2to 1-1fg,0,0,3500,0,3000,0,10,0,4,4,3,66.34,-2.01
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210226,lal,por,H,20210226-por-lal,23,102,93,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.61,-4.81
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210224,lal,uta,A,20210224-lal-uta,23,89,114,0,5.116666667,1,1,1.2,1.75,1.5,1.2,1pt 1rb 1to 1-2ft,0,0,3500,0,3000,0,10,0,4,4,3,49.08,17.25
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210222,lal,was,H,20210222-was-lal,23,124,127,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,3,3,66.34,-0.01
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210220,lal,mia,H,20210220-mia-lal,21.5,94,96,0,0,0,1,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,3,3,66.25,0.09
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210218,lal,bkn,H,20210218-bkn-lal,23,98,109,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,67.21,-3
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210216,lal,min,A,20210216-lal-min,21,112,104,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,64.74,-6.48
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210214,lal,den,A,20210214-lal-den,23,105,122,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,47.03,18.72
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210212,lal,mem,H,20210212-mem-lal,23,115,105,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.52,0.23
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210210,lal,okc,H,20210210-okc-lal,23,114,113,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.89,-0.05
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210208,lal,okc,H,20210208-okc-lal,23,119,112,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,-100,10,0,4,4,3,65.7,0.15
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210206,lal,det,H,20210206-det-lal,23,135,129,0,0,0,0,0,0,0,0,,0,0,3500,0,3100,100,10,0,4,4,3,65.75,-0.09
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210204,lal,den,H,20210204-den-lal,23,114,93,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.48,-1.26
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210201,lal,atl,A,20210201-lal-atl,20.5,107,99,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,62.19,4.68
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210130,lal,bos,A,20210130-lal-bos,21.5,96,95,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,67.67,-1.53
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210128,lal,det,A,20210128-lal-det,21,92,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.43,-0.93
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210127,lal,phi,A,20210127-lal-phi,20.5,106,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.75,-2.19
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210125,lal,cle,A,20210125-lal-cle,21,115,108,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,63.47,1.36
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210123,lal,chi,A,20210123-lal-chi,22,101,90,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.57,-1.09
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210121,lal,mil,A,20210121-lal-mil,20.5,113,106,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,63.05,2.19
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210118,lal,gsw,H,20210118-gsw-lal,23,113,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,64.83,0.41
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210115,lal,nor,H,20210115-nor-lal,23,112,95,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.11,-0.89
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210113,lal,okc,A,20210113-lal-okc,21,128,99,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,62.73,4.17
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210112,lal,hou,A,20210112-lal-hou,21,117,100,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,67.62,-1.21
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210110,lal,hou,A,20210110-lal-hou,20,120,102,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.71,-0.5
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210108,lal,chi,H,20210108-chi-lal,23,117,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.34,-0.13
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210107,lal,sas,H,20210107-sas-lal,23,109,118,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.25,-0.2
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210105,lal,mem,A,20210105-lal-mem,21,94,92,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.02,-0.88
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210103,lal,mem,A,20210103-lal-mem,19,108,94,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.47,-0.74
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20210101,lal,sas,A,20210101-lal-sas,21,109,103,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,64.56,0.35
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20201230,lal,sas,A,20201230-lal-sas,21.5,121,107,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,63.88,1.73
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20201228,lal,por,H,20201228-por-lal,23,107,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,65.38,0.23
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20201227,lal,min,H,20201227-min-lal,23,127,91,0,7.666666667,1,1,8.8,8,7.5,8.8,0pt 4rb 2bl 2to 0-2fg,0,0,3500,0,3000,0,10,0,4,4,3,65.43,0.47
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20201225,lal,dal,H,20201225-dal-lal,21,138,115,0,0,0,0,0,0,0,0,,0,0,3500,0,3000,0,10,0,4,4,3,66.34,-0.16
5669,Antetokounmpo, Kostas,Kostas Antetokounmpo,20201222,lal,lac,H,20201222-lac-lal,23,109,116,0,0,0,0,0,0,0,0,,0,0,3500,,3000,,10,,4,4,3,66.25,-0.25
5153,Mason III, Frank,Frank Mason III,20210323,orl,den,H,20210323-den-orl,19,,,,,,,,,,,,,,,,,,,,,,,*,*
5153,Mason III, Frank,Frank Mason III,20210214,orl,pho,A,20210214-orl-pho,22,90,109,0,0,0,0,0,0,0,0,,0,0,4200,0,4600,0,10,0,1,1,1,61.18,5.24
5153,Mason III, Frank,Frank Mason III,20210212,orl,sac,A,20210212-orl-sac,23,123,112,0,0,0,0,0,0,0,0,,0,0,4200,0,4600,600,10,0,1,1,1,66.16,0.51
5153,Mason III, Frank,Frank Mason III,20210211,orl,gsw,A,20210211-orl-gsw,23,105,111,1,4.283333333,1,1,0,0,0,0,0pt,0,0,4200,600,4000,700,10,0,1,1,1,66.75,-0.29
5153,Mason III, Frank,Frank Mason III,20210209,orl,por,A,20210209-orl-por,23,97,106,0,33.23333333,1,1,22.4,24.75,23.5,22.4,11pt 7rb 4as 3to 1trey 4-10fg 2-3ft,0,0,3600,100,3300,300,10,0,1,1,1,67.3,-1.35
5153,Mason III, Frank,Frank Mason III,20210206,orl,chi,H,20210206-chi-orl,20,92,118,0,26.21666667,1,1,20.8,21,19.5,20.8,10pt 4rb 4as 4-10fg 2-2ft,0,0,3500,0,3000,0,10,0,1,1,1,65.79,0.16
5153,Mason III, Frank,Frank Mason III,20210205,orl,chi,H,20210205-chi-orl,20,123,119,0,15.55,1,1,9.2,10.75,10.25,9.2,4pt 1rb 4as 2to 1trey 1-4fg 1-2ft,0,0,3500,,3000,,10,,1,1,1,66.02,0.1
3816,Williams, Louis,Louis Williams,20210322,lac,atl,H,20210322-atl-lac,22,119,110,0,9.45,1,1,1.5,2.5,1.75,1.5,2pt 1as 2to 0-3fg 2-2ft,0,0,4400,100,4800,0,13,0,2,12,2,65.84,-0.13
3816,Williams, Louis,Louis Williams,20210320,lac,cha,H,20210320-cha-lac,22,125,98,0,20.26666667,1,1,25.9,24.5,23.25,25.9,15pt 2rb 1as 3st 2to 1trey 4-11fg 6-6ft,0,0,4300,0,4800,-100,13,-1,2,12,2,66.16,-1.18
3816,Williams, Louis,Louis Williams,20210317,lac,dal,A,20210317-lac-dal,21.5,89,105,0,24.4,1,1,12.7,12.75,11.25,12.7,5pt 1rb 3as 1bl 1to 1trey 2-10fg,0,0,4300,-300,4900,-100,14,-2,2,12,2,63.28,1.87
3816,Williams, Louis,Louis Williams,20210315,lac,dal,A,20210315-lac-dal,21,109,99,0,24.63333333,1,1,24.2,23.25,23,24.2,14pt 1rb 2as 2st 2trey 5-10fg 2-2ft,0,0,4600,-300,5000,200,16,0,2,12,2,63.28,3.14
3816,Williams, Louis,Louis Williams,20210314,lac,nor,A,20210314-lac-nor,21,115,135,0,13.81666667,1,1,10,10,9,10,6pt 2as 1st 2to 1-3fg 4-6ft,0,0,4900,0,4800,-300,16,1,2,12,2,66.71,-0.38
3816,Williams, Louis,Louis Williams,20210311,lac,gsw,H,20210311-gsw-lac,23,130,104,0,14.16666667,1,1,28.1,26.75,26.5,28.1,14pt 3rb 3as 2st 1trey 5-7fg 3-4ft,0,0,4900,-400,5100,-200,15,-1,2,12,2,66.25,0.08
3816,Williams, Louis,Louis Williams,20210304,lac,was,A,20210304-lac-was,20,117,119,0,26.5,1,1,21.9,23.5,22,21.9,16pt 2rb 3as 1st 4to 1trey 6-13fg 3-4ft,0,0,5300,0,5300,-300,16,-1,2,12,2,66.57,-1.38
3816,Williams, Louis,Louis Williams,20210302,lac,bos,A,20210302-lac-bos,20.5,112,117,0,21.96666667,1,1,16,18,16.75,16,12pt 4as 2to 2trey 4-13fg 2-2ft,0,0,5300,0,5600,-500,17,0,2,12,2,66.62,-2.21
3816,Williams, Louis,Louis Williams,20210228,lac,mil,A,20210228-lac-mil,16.5,100,105,0,24.78333333,1,1,23.4,24,23,23.4,14pt 2rb 4as 1st 2to 1trey 5-11fg 3-3ft,0,0,5300,-200,,,17,-3,2,,2,62.92,2.65
3816,Williams, Louis,Louis Williams,20210226,lac,mem,A,20210226-lac-mem,21,119,99,0,26.71666667,1,1,26.4,27.5,27,26.4,17pt 2rb 4as 1st 2to 2trey 6-12fg 3-3ft,0,0,5500,0,6100,0,20,0,2,12,2,64.7,1.5
3816,Williams, Louis,Louis Williams,20210225,lac,mem,A,20210225-lac-mem,21,94,122,0,20.46666667,1,1,16.9,16.5,15.75,16.9,9pt 2rb 1as 2st 2to 1trey 4-9fg,0,0,5500,0,6100,-100,20,0,2,12,2,66.34,-0.05
3816,Williams, Louis,Louis Williams,20210223,lac,was,H,20210223-was-lac,23,135,116,0,0,0,1,0,0,0,0,,0,0,5500,-1200,6200,-200,20,-3,2,12,2,65.89,0.4
3816,Williams, Louis,Louis Williams,20210221,lac,bkn,H,20210221-bkn-lac,21,108,112,0,22.13333333,1,1,10.6,11.75,10,10.6,5pt 3rb 2as 1to 1trey 2-11fg,0,0,6700,0,6400,-200,23,0,2,12,2,66.94,-0.4
3816,Williams, Louis,Louis Williams,20210219,lac,uta,H,20210219-uta-lac,23,116,112,0,25.55,1,1,29.4,28.5,27.5,29.4,19pt 2rb 2as 2st 1to 1trey 8-14fg 2-2ft,0,0,6700,0,6600,-300,23,0,2,12,2,66.48,-0.27
3816,Williams, Louis,Louis Williams,20210217,lac,uta,H,20210217-uta-lac,23,96,114,1,35.38333333,1,1,33.2,34.5,31.75,33.2,16pt 6rb 6as 2st 5to 1trey 6-18fg 3-4ft,0,0,6700,100,6900,500,23,6,2,12,2,66.16,-0.2
3816,Williams, Louis,Louis Williams,20210215,lac,mia,H,20210215-mia-lac,23,125,118,1,35.5,1,1,34.6,37.75,35.25,34.6,18pt 3rb 10as 2to 1trey 8-20fg 1-3ft,1,0,6600,-200,6400,100,17,0,2,12,2,65.75,0.09
3816,Williams, Louis,Louis Williams,20210214,lac,cle,H,20210214-cle-lac,23,128,111,1,32.18333333,1,1,45.4,49,47.5,45.4,30pt 2rb 10as 2to 2trey 10-22fg 8-8ft,1,0,6800,300,6300,500,17,1,2,12,2,65.7,0.27
3816,Williams, Louis,Louis Williams,20210212,lac,chi,A,20210212-lac-chi,21,125,106,0,24.05,1,1,32.9,31.5,30.75,32.9,17pt 2rb 5as 1st 1bl 1trey 8-13fg,0,0,6500,700,5800,300,16,2,2,12,2,66.3,-0.41
3816,Williams, Louis,Louis Williams,20210210,lac,min,A,20210210-lac-min,21,119,112,0,28.51666667,1,1,42,42.75,42.5,42,27pt 5rb 4as 2st 3to 2trey 10-15fg 5-5ft,0,0,5800,300,5500,500,14,2,2,12,2,66.02,-0.34
3816,Williams, Louis,Louis Williams,20210207,lac,sac,H,20210207-sac-lac,16,110,113,0,29.11666667,1,1,39.5,39.75,37.75,39.5,23pt 5rb 5as 2st 3to 1trey 6-16fg 10-10ft,0,0,5500,500,5000,600,12,0,2,12,2,65.61,0.07
3816,Williams, Louis,Louis Williams,20210205,lac,bos,H,20210205-bos-lac,23,115,119,0,22,1,1,29.4,31.5,31.5,29.4,18pt 2rb 6as 1st 3to 3trey 6-10fg 3-5ft,0,0,5000,0,4400,-300,12,0,1,12,2,66.02,-0.73
3816,Williams, Louis,Louis Williams,20210203,lac,cle,A,20210203-lac-cle,21,121,99,0,22.58333333,1,1,25.1,26.25,26.25,25.1,15pt 3rb 3as 1st 1bl 4to 2trey 5-8fg 3-4ft,0,0,5000,0,4700,200,12,0,1,12,2,64.29,1.59
3816,Williams, Louis,Louis Williams,20210202,lac,bkn,A,20210202-lac-bkn,20.5,120,124,0,20.43333333,1,1,17.7,16.25,15,17.7,4pt 1rb 5as 2st 1to 2-7fg,0,0,5000,-200,4500,-100,12,0,1,12,1,63.97,3.37
3816,Williams, Louis,Louis Williams,20210131,lac,nyk,A,20210131-lac-nyk,14,129,115,0,22.5,1,1,18.1,19.75,18.75,18.1,9pt 3rb 5as 2to 1trey 3-9fg 2-2ft,0,0,5200,200,4600,-1100,12,1,1,12,1,67.76,-1.04
3816,Williams, Louis,Louis Williams,20210129,lac,orl,A,20210129-lac-orl,21,116,90,0,17.45,1,1,16.9,17.5,16.25,16.9,9pt 2rb 3as 1st 2to 1trey 4-11fg,0,0,5000,-1000,5700,-100,11,0,1,12,1,67.62,-2.22
3816,Williams, Louis,Louis Williams,20210128,lac,mia,A,20210128-lac-mia,21,109,105,0,28.38333333,1,1,34,33.25,32.25,34,17pt 5rb 4as 2st 1to 1trey 4-9fg 8-9ft,0,0,6000,0,5800,0,11,-5,1,12,1,67.53,-3.29
